Title,Lyrics,Genre
সময় কারো যে নাই,"সময় কারো যে নাই, ওরা চলে দলে দলে-- গান হায় ডুবে যায় কোন্‌ কোলাহলে॥ পাষাণে রচিছে কত কীর্তি ওরা সবে বিপুল গরবে, যায় আর বাঁশি-পানে চায় হাসিছলে॥ বিশ্বের কাজের মাঝে জানি আমি জানি তুমি শোন মোর গানখানি। আঁধার মথন করি যবে লও তুলি গ্রহতারাগুলি শোন যে নীরবে তব নীলাম্বরতলে॥",রবীন্দ্রসঙ্গীত
সর্ব খর্বতারে দহে তব ক্রোধদাহ,"সর্ব খর্বতারে দহে তব ক্রোধদাহ-- হে ভৈরব, শক্তি দাও, ভক্ত-পানে চাহো ॥ দূর করো মহারুদ্র যাহা মুগ্ধ, যাহা ক্ষুদ্র-- মৃত্যুরে করিবে তুচ্ছ প্রাণের উৎসাহ ॥ দুঃখের মন্থনবেগে উঠিবে অমৃত, শঙ্কা হতে রক্ষা পাবে যারা মৃত্যুভীত। তব দীপ্ত রৌদ্র তেজে নির্ঝরিয়া গলিবে যে প্রস্তরশৃঙ্খলোন্মুক্ত ত্যাগের প্রবাহ ॥",রবীন্দ্রসঙ্গীত
সহসা ডালপালা তোর উতলা-যে,"সহসা ডালপালা তোর উতলা-যে ও চাঁপা, ও করবী! কারে তুই দেখতে পেলি আকাশে-মাঝে জানি না যে॥ কোন্‌ সুরের মাতন হাওয়ায় এসে বেড়ায় ভেসে ও চাঁপা, ও করবী! কার নাচনের নূপুর বাজে জানি না যে॥ তোরে ক্ষণে ক্ষণে চমক লাগে। কোন্‌ অজানার ধেয়ান তোমার মনে জাগে। কোন্‌ রঙের মাতন উঠল দুলে ফুলে ফুলে ও চাঁপা, ও করবী! কে সাজালে রঙিন সাজে জানি না যে॥",রবীন্দ্রসঙ্গীত
সহে না যাতনা,"সহে না যাতনা দিবস গণিয়া গণিয়া বিরলে নিশিদিন বসে আছি শুধু পথপানে চেয়ে-- সখা হে, এলে না। সহে না যাতনা॥ দিন যায়, রাত যায়, সব যায়-- আমি বসে হায়! দেহে বল নাই, চোখে ঘুম নাই-- শুকায়ে গিয়াছে আঁখিজল। একে একে সব আশা ঝ\'রে ঝ\'রে প\'ড়ে যায়-- সহে না যাতনা॥",রবীন্দ্রসঙ্গীত
সাজাব তোমারে হে ফুল দিয়ে দিয়ে,"সাজাব তোমারে হে ফুল দিয়ে দিয়ে, নানা বরণের বনফুল দিয়ে দিয়ে॥ আজি বসন্তরাতে পূর্ণিমাচন্দ্রকরে দক্ষিণপবনে, প্রিয়ে, সাজাব তোমারে হে ফুল দিয়ে দিয়ে॥",রবীন্দ্রসঙ্গীত
"সাধ ক’রে কেন, সখা, ঘটাবে গেরো","সাধ ক’রে কেন, সখা, ঘটাবে গেরো । এই বেলা মানে-মানে ফেরো ফেরো । পলক যে নাই আঁখির পাতায়, তোমার মনটা কি খরচের খাতায়— হাসি ফাঁসি দিয়ে প্রাণে বেঁধেছে গেরো । সখা, ফেরো ফেরো ।।",রবীন্দ্রসঙ্গীত
সাধের কাননে মোর রোপণ করিয়াছিনু,"সাধের কাননে মোর রোপণ করিয়াছিনু একটি লতিকা, সখী, অতিশয় যতনে। প্রতিদিন দেখিতাম কেমন সুন্দর ফুল ফুটিয়াছে শত শত হাসি-হাসি আননে। প্রতিদিন সযতনে ঢালা দিতাম জল, প্রতিদিন কুল তুলে গাঁথতাম মালিকা। সোনার লতাটি আহা বন করেছিল আলো-- সে লতা ছিঁড়িতে আছে নিরদয় বালিকা? কেমন বনের মাঝে আছিল মনের সুখে গাঁঠে গাঁঠে শিরে শিরে জড়াইয়া পাদপে। প্রেমের সে আলিঙ্গনে স্নিগ্ধ রেখেছিল তারে কোমল পল্লবদলে নিবারিয়া আতপে। এতদিন ফুলে ফুলে ছিল ঢলোঢলো মুখ, শুকায়ে গিয়াছে আজি সেই মোর লতিকা। ছিন্ন অবশেষটুকু এখনো জড়ানো বুকে-- এ লতা ছিঁড়িতে আছে নিরদয় বালিকা?",রবীন্দ্রসঙ্গীত
সারা নিশি ছিলেম শুয়ে বিজন ভুঁয়ে,"সারা নিশি ছিলেম শুয়ে বিজন ভুঁয়ে আমার মেঠো ফুলের পাশাপাশি, তখন শুনেছিলেম তারার বাঁশি॥ যখন সকালবেলা খুঁজে দেখি স্বপ্নে-শোনা সে সুর একি আমার মেঠো ফুলের চোখের জলে সুর উঠে ভাসি॥ এ সুর আমি খুঁজেছিলেম রাজার ঘরে, শেষে ধরা দিল ধরার ধূলির \'পরে। এ যে ঘাসের কোলে আলোর ভাষা আকাশ-হতে-ভেসে-আসা-- এ যে মাটির কোলে মানিক-খসা হাসিরাশি॥",রবীন্দ্রসঙ্গীত
সারা বরষ দেখি নে,"সারা বরষ দেখি নে, মা, মা তুই আমার কেমন ধারা? নয়নতারা হারিয়ে আমার অন্ধ হল নয়নতারা॥ এলি কি পাষাণী ওরে। দেখব তোরে আঁখি ভরে– কিছুতেই থামে না যে মা, পোড়া এ নয়নের ধারা॥",রবীন্দ্রসঙ্গীত
সার্থক কর সাধন,"সার্থক কর\' সাধন, সান্ত্বন কর\' ধরিত্রীর বিরহাতুর কাঁদন প্রাণভরণ দৈন্যহরণ অক্ষয়করুণাধন ॥ বিকশিত কর\' কলিকা, চম্পকবন করুক বচন নব কুসুমাঞ্জলিকা। কর\' সুন্দর গীতমুখর নীরব আরাধন অক্ষয়করুণাধন ॥ চরণপরশহরষে লজ্জিত বনবীথিধূলি সজ্জিত তুমি কর\' সে। মোচন কর\' অন্তরতর হিমজড়িমা-বাঁধন অক্ষয়করুণাধন ॥",রবীন্দ্রসঙ্গীত
সীমার মাঝে অসীম তুমি বাজাও আপন সুর,"সীমার মাঝে, অসীম, তুমি বাজাও আপন সুর। আমার মধ্যে তোমার প্রকাশ তাই এত মধুর॥ কত বর্ণে কত গন্ধে, কত গানে কত ছন্দে, অরূপ তোমার রূপের লীলায় জাগে হৃদয়পুর। আমার মধ্যে তোমার শোভা এমন সুমধুর। তোমায় আমায় মিলন হলে সকলি যায় খুলে-- বিশ্বসাগর ঢেউ খেলায়ে উঠে তখন দুলে। তোমার আলোয় নাই তো ছায়া, আমার মাঝে পায় সে কায়া, হয় সে আমার অশ্রুজলে সুন্দরবিধুর। আমার মধ্যে তোমার শোভা এমন সুমধুর॥",রবীন্দ্রসঙ্গীত
সুখহীন নিশিদিন পরাধীন হয়ে ভ্রমিছ দীনপ্রাণে,"সুখহীন নিশিদিন পরাধীন হয়ে ভ্রমিছ দীনপ্রাণে। সতত হায় ভাবনা শত শত, নিয়ত ভীত পীড়িত-- শির নত কত অপমানে ॥ জানো না রে অধ-ঊর্ধ্বে বাহির-অন্তরে ঘেরি তোরে নিত্য বাজে সেই অভয়-আশ্রয়। তোলো আনত শির, ত্যজো রে ভয়ভার, সতত সরলচিতে চাহো তাঁরি প্রেমমুখপানে ॥",রবীন্দ্রসঙ্গীত
সুখে আছি সুখে আছি সখা আপন মনে,"সুখে আছি, সুখে আছি সখা, আপন মনে। কিছু চেয়ো না, দূরে যেয়ো না, শুধু চেয়ে দেখো, শুধু ঘিরে থাকো কাছাকাছি। সখা, নয়নে শুধু জানাবে প্রেম, নীরবে দিবে প্রাণ, রচিয়া ললিতমধুর বাণী আড়ালে গাবে গান। গোপনে তুলিয়া কুসুম গাঁথিয়া রেখে যাবে মালাগাছি। মন চেয়ো না, শুধু চেয়ে থাকো, শুধু ঘিরে থাকো কাছাকাছি॥ মধুর জীবন, মধুর রজনী, মধুর মলয়-বায়। এই মাধুরীধারা বহিছে আপনি, কেহ কিছু নাহি চায়। আমি আপনার মাঝে আপনি হারা, আপন সৌরভে সারা, যেন আপনার মন, আপনার প্রাণ, আপনারে সঁপিয়াছি॥",রবীন্দ্রসঙ্গীত
সুখে আমায় রাখবে কেন,"সুখে আমায় রাখবে কেন, রাখো তোমার কোলে। যাক-না গো সুখ জ্বলে ॥ যাক-না পায়ের তলার মাটি, তুমি তখন ধরবে আঁটি-- তুলে নিয়ে দুলাবে ওই বাহুদোলার দোলে ॥ যেখানে ঘর বাঁধব আমি আসে আসুক বান-- তুমি যদি ভাসাও মোরে চাই নে পরিত্রাণ। হার মেনেছি, মিটেছে ভয়-- তোমার জয় তো আমারি জয় ধরা দেব, তোমায় আমি ধরব যে তাই হলে ॥",রবীন্দ্রসঙ্গীত
"সুখে আমায় রাখবে কেন, রাখো তোমার কোলে","সুখে আমায় রাখবে কেন, রাখো তোমার কোলে।        যাক-না গো সুখ জ্বলে॥   থাক-না পায়ের তলার মাটি,   তুমি তখন ধরবে আঁটি—        তুলে নিয়ে দুলাবে ওই বাহুদোলার দোলে॥        যেখানে ঘর বাঁধব আমি আসে আসুক বান—        তুমি যদি ভাসাও মোরে চাই নে পরিত্রাণ। হার মেনেছি, মিটেছে ভয়— তোমার জয় তো আমারি জয়         ধরা দেব, তোমায় আমি ধরব যে তাই হলে॥",রবীন্দ্রসঙ্গীত
সুখে থাকো আর সুখী করো সবে,"সুখে থাকো আর সুখী করো সবে, তোমাদের প্রেম ধন্য হোক ভবে॥ মঙ্গলের পথে থেকো নিরন্তর, মহত্ত্বের \'পরে রাখিয়ো নির্ভর-- ধ্রুবসত্য তাঁরে ধ্রুবতারা কোরো সংশয়নিশীথে সংসার-অর্ণবে॥ চিরসুধাময় প্রেমের মিলন মধুর করিয়া রাখুক জীবন, দুজনার বলে সবল দুজন জীবনের কাজ সাধিয়ো নীরবে॥ কত দুঃখ আছে, কত অশ্রুজল-- প্রেমবলে তবু থাকিয়ো অটল। তাঁহারি ইচ্ছা হউক সফল বিপদে সম্পদে শোকে উৎসবে॥",রবীন্দ্রসঙ্গীত
সুধাসাগরতীরে হে,"সুধাসাগরতীরে হে, এসেছে নরনারী সুধারসপিয়াসে॥ শুভ বিভাবরী, শোভাময়ী ধরণী, নিখিল গাহে আজি আকুল আশ্বাসে॥ গগনে বিকাশে তব প্রেমপূর্ণিমা, মধুর বহে তব কৃপাসমীরণ। আনন্দতরঙ্গ উঠে দশ দিকে, মন প্রাণ মগ্ন অমৃত-উচ্ছ্বাসে॥",রবীন্দ্রসঙ্গীত
সুনীল সাগরের শ্যামল কিনারে,"সুনীল সাগরের শ্যামল কিনারে দেখেছি পথে যেতে তুলনাহীনারে॥ এ কথা কভু আর পারে না ঘুচিতে, আছে সে নিখিলের মাধুরীরুচিতে। এ কথা শিখানু যে আমার বীণারে, গানেতে চিনালেম সে চির-চিনারে॥ সে কথা সুরে সুরে ছড়াব পিছনে স্বপনফসলের বিছনে বিছনে। মধুপগুঞ্জে সে লহরী তুলিবে, কুকুমকুঞ্জে সে পবনে দুলিবে, ঝরিবে শ্রাবণের বাদলসিচনে। শরতে ক্ষীণ মেঘে ভাসিবে আকাশে স্মরণবেদনার বরনে আঁকা সে। চকিতে ক্ষণে ক্ষণে পাব যে তাহারে ইমনে কেদারায় বেহাগে বাহারে॥",রবীন্দ্রসঙ্গীত
সুন্দর বটে তব অঙ্গদখানি তারায় তারায় খচিত,"সুন্দর বটে তব অঙ্গদখানি তারায় তারায় খচিত– স্বর্ণে রত্নে শোভন লোভন জানি, বর্ণে বর্ণে রচিত॥ খড়্গ তোমার আরো মনোহর লাগে বাঁকা বিদ্যুতে আঁকা সে গরুড়ের পাখা রক্ত রবির রাগে যেন গো অস্ত-আকাশে॥ জীবনশেষের শেষজাগরণসম ঝলসিছে মহাবেদনা– নিমেষে দহিয়া যাহা-কিছু আছে মম তীব্র ভীষণ চেতনা। সুন্দর বটে তব অঙ্গদখানি তারায় তারায় খচিত– খড়্গ তোমার, হে দেব বজ্রপাণি, চরম শোভায় রচিত॥",রবীন্দ্রসঙ্গীত
সুন্দর হৃদিরঞ্জন তুমি নন্দনফুলহার,"সুন্দর হৃদিরঞ্জন তুমি নন্দনফুলহার, তুমি অনন্ত নববসন্ত অন্তরে আমার॥ নীল অম্বর চুম্বননত, চরণে ধরণী মুগ্ধ নিয়ত, অঞ্চল ঘেরি সঙ্গীত যত গুঞ্জরে শতবার॥ ঝলকিছে কত ইন্দুকিরণ, পুলকিছে ফুলগন্ধ-- চরণভঙ্গ ললিত অঙ্গে চমকে চকিত ছন্দ। ছিঁড়ি মর্মের শত বন্ধন তোমা-পানে ধায় যত ক্রন্দন-- লহো হৃদয়ের ফুলচন্দন বন্দন-উপহার।",রবীন্দ্রসঙ্গীত
সুন্দরের বন্ধন নিষ্ঠুরের হাতে,"সুন্দরের বন্ধন নিষ্ঠুরের হাতে ঘুচাবে কে। নিঃসহায়ের অশ্রুবারি পীড়িতের চক্ষে মুছাবে কে, আর্তের ক্রন্দনে হেরো ব্যথিত বসুন্ধরা, অন্যায়ের আক্রমণে বিষবাণে জর্জরা-- প্রবলের উৎপীড়নে কে বাঁচাব দুর্বলেরে। অপমানিতেরে কার দয়া বক্ষে লবে ডেকে॥",রবীন্দ্রসঙ্গীত
সুর ভুলে যেই ঘুরে বেড়াই কেবল কাজে,"সুর ভুলে যেই ঘুরে বেড়াই কেবল কাজে     বুকে বাজে তোমার চোখের ভর্ত্‍‌সনা যে॥ উধাও আকাশ উদার ধরা    সুনীল-শ্যামল-সুধায়-ভরা     মিলায় দূরে, পরশ তাদের মেলে না যে—     বুকে বাজে তোমার চোখের ভর্ত্‍‌সনা যে॥     বিশ্ব যে সেই সুরের পথের হাওয়ায় হাওয়ায়     চিত্ত আমার ব্যাকুল করে আসা-যাওয়ায়। তোমায় বসাই এ-হেন ঠাঁই    ভুবনে মোর আর-কোথা নাই,     মিলন হবার আসন হারাই আপন মাঝে—     বুকে বাজে তোমার চোখের ভর্ত্‍‌সনা যে॥",রবীন্দ্রসঙ্গীত
"সুরের গুরু, দাও গো সুরের দীক্ষা","সুরের গুরু, দাও গো সুরের দীক্ষা— মোরা  সুরের কাঙাল, এই আমাদের ভিক্ষা॥        মন্দাকিনীর ধারা,    ঊষার শুকতারা,        কনকচাঁপা কানে কানে যে সুর পেল শিক্ষা॥        তোমার সুরে ভরিয়ে নিয়ে চিত্ত        যাব যেথায় বেসুর বাজে নিত্য।        কোলাহলের বেগে     ঘূর্ণি উঠে জেগে,        নিয়ো তুমি আমার বীণার সেইখানেই পরীক্ষা।।",রবীন্দ্রসঙ্গীত
সে আমার গোপন কথা শুনে যা ও সখী,"সে আমার গোপন কথা শুনে যা ও সখী! ভেবে না পাই বলব কী॥ প্রাণ যে আমার বাঁশি শোনে নীল গগনে, গান হয়ে যায় নিজের মনে যাহাই বকি॥ সে যেন আসবে আমার মন বলেছে, হাসির \'পরে তাই তো চোখের জল গলেছে। দেখ্‌ লো তাই দেয় ইশারা তারায় তারা, চাঁদ হেসে ওই হল সারা তাহাই লখি॥",রবীন্দ্রসঙ্গীত
"সে আসি কহিল, ‘প্রিয়ে, মুখ তুলে চাও","সে আসি কহিল, ‘প্রিয়ে, মুখ তুলে চাও।’ দুষিয়া তাহারে রুষিয়া কহিনু, ‘যাও !’ সখী ওলো সখী, সত্য করিয়া বলি, তবু সে গেল না চলি। দাঁড়ালো সমুখে; কহিনু তাহারে, ‘সরো !’ ধরিল দু হাত; কহিনু, ‘আহা, কী কর !’ সখী ওলো সখী, মিছে না কহিব তোরে, তবু ছাড়িল না মোরে। শ্রুতিমূলে মুখ আনিল সে মিছিমিছি। নয়ন বাঁকায়ে কহিনু তাহারে, ‘ছি ছি !’ সখী ওলো সখী, কহি লো শপথ ক’রে তবু সে গেল না স’রে । অধরে কপোল পরশ করিল তবু। কাঁপিয়া কহিনু, ‘এমন দেখি নি কভু।’ সখী ওলো সখী, একি তার বিবেচনা, তবু মুখ ফিরালো না। আপন মালাটি আমারে পরায়ে দিল। কহিনু তাহারে, ‘মালায় কী কাজ ছিল !’ সখী ওলো সখী, নাহি তার লাজ ভয়, মিছে তারে অনুনয়।। আমার মালাটি চলিল গলায় লয়ে। চাহি তার পানে রহিনু অবাক হয়ে। সখী ওলো সখী, ভাসিতেছি আঁখিনীরে— কেন সে এল না ফিরে।।",রবীন্দ্রসঙ্গীত
সে আসে ধীরে,"সে আসে ধীরে, যায় লাজে ফিরে। রিনিকি রিনিক রিনিঝিনি মঞ্জু মঞ্জু মঞ্জরী রিনিঝিনি-ঝিন্নীরে॥ বিকচ নীপকুঞ্জে নিবিড়তিমিরপুঞ্জে কুন্তলফুলগন্ধ আসে অন্তরমন্দিরে উন্মদ সমীরে॥ শঙ্কিত চিত কম্পিত অতি, অঞ্চল উড়ে চঞ্চল। পুষ্পিত তৃণবীথি, ঝঙ্কৃত বনগীতি-- কোমলপদপল্লবতলচুম্বিত ধরণীরে নিকুঞ্জকুটীরে॥",রবীন্দ্রসঙ্গীত
সে কি ভাবে গোপন রবে লুকিয়ে হৃদয় কাড়া,"সে কি ভাবে গোপন রবে লুকিয়ে হৃদয় কাড়া। তাহার আসা হাওয়ায় ঢাকা, সে যে সৃষ্টিছাড়া॥ হিয়ায় হিয়ায় জাগল বাণী, পাতায় পাতায় কানাকানি-- \'ওই এল যে\', \'ওই এল যে\' পরান দিল সাড়া॥ এই তো আমার আপ্‌নারই এই ফুল ফোটানোর মাঝে তারে দেখি নয়ন ভ\'রে নানা রঙের সাজে। এই-যে পাখির গানে গানে চরণধ্বনি বয়ে আনে, বিশ্ববীণার তারে তারে এই তো দিল নাড়া॥",রবীন্দ্রসঙ্গীত
সে কোন্‌ বনের হরিণ,"সে কোন্‌ বনের হরিণ ছিল আমার মনে। কে তারে বাঁধল অকারণে॥ গতিরাগের সে ছিল গান, আলোছায়ার সে ছিল প্রাণ, আকাশকে সে চমকে দিত বনে মেঘলা দিনের আকুলতা বাজিয়ে যেত পায়ে তমাল ছায়ে-ছায়ে। ফাল্গুনে সে পিয়ালতলায় কে জানিত কোথায় পলায় দখিন-হাওয়ার চঞ্চলতার সনে॥",রবীন্দ্রসঙ্গীত
সে কোন্‌ পাগল যায়,"সে কোন্‌ পাগল যায় যায় পথে তোর, যায় চলে ওই-একলা রাতে-- তারে ডাকিস নে ডাকিস নে তোর আঙিনাতে॥ সুদূর দেশের বাণী ও যে যায় যায় বলে, হায়, কে তা বোঝে-- কী সুর বাজায় একতারাতে॥ কাল সকালে রইবে না রইবে না তো, বৃথাই কেন আসন পাতো। বাঁধন-ছেঁড়ার মহোৎসবে গান যে ওরে গাইতে হবে নবীন আলোর বন্দনাতে॥",রবীন্দ্রসঙ্গীত
সে দিন আমায় বলেছিলে আমার সময় হয় নাই,"সে দিন আমায় বলেছিলে আমার সময় হয় নাই-- ফিরে ফিরে চলে গেলে তাই॥ তখনো খেলার বেলা-- বনে মল্লিকার মেলা, পল্লবে পল্লবে বায়ু উতলা সদাই॥ আজি এল হেমন্তের দিন কুহেলীবিলীন, ভূষণবিহীন। বেলা আর নাই বাকি, সময় হয়েছে নাকি-- দিনশেষে দ্বারে বসে পথপানে চাই।",রবীন্দ্রসঙ্গীত
সে দিনে আপদ আমার যাবে কেটে,"সে দিনে আপদ আমার যাবে কেটে পুলকে হৃদয় যেদিন পড়বে ফেটে ॥ তখন তোমার গন্ধ তোমার মধু আপনি বাহির হবে বঁধু হে, তারে আমার ব\'লে ছলে বলে কে বলো আর রাখবে এঁটে ॥ আমারে নিখিল ভুবন দেখছে চেয়ে রাত্রিদিবা। আমি কি জানি নে তার অর্থ কিবা! তারা যে জানে আমার চিত্তকোষে অমৃতরূপ আছে বসে গো-- তারেই প্রকাশ করি, আপনি মরি, তবে আমার দুঃখ মেটে ॥",রবীন্দ্রসঙ্গীত
"সে যে মনের মানুষ, কেন তারে বসিয়ে রাখিস নয়নদ্বারে","সে যে মনের মানুষ, কেন তারে বসিয়ে রাখিস নয়নদ্বারে ? ডাক্‌-না রে তোর বুকের ভিতর, নয়ন ভাসুক নয়নধারে॥ যখন নিভবে আলো, আসবে রাতি, হৃদয়ে দিস আসন পাতি– আসবে সে যে সঙ্গোপনে বিচ্ছেদেরই অন্ধকারে॥ তার আসা-যাওয়ার গোপন পথে সে আসবে যাবে আপন মতে। তারে বাঁধবে ব’লে যেই করো পণ সে থাকে না, থাকে বাঁধন– সেই বাঁধনে মনে মনে বাঁধিস কেবল আপনারে॥",রবীন্দ্রসঙ্গীত
সে যে পাশে এসে বসেছিল,"সে যে পাশে এসে বসেছিল, তবু জাগি নি। কী ঘুম তোরে পেয়েছিল হতভাগিনি॥ এসেছিল নীরব রাতে, বীণাখানি ছিল হাতে-- স্বপনমাঝে বাজিয়ে গেল গভীর রাগিণী॥ জেগে দেখি দখিন-হাওয়া, পাগল করিয়া গন্ধ তাহার ভেসে বেড়ায় আঁধার ভরিয়া। কেন আমার রজনী যায়, কাছে পেয়ে কাছে না পায়-- কেন গো তার মালার পরশ বুকে লাগি নি॥",রবীন্দ্রসঙ্গীত
সে যে বাহির হল আমি জানি,"সে যে বাহির হল আমি জানি, বক্ষে আমার বাজে তাহার বাণী॥ কোথায় কবে এসেছে সে সাগরতীরে, বনের শেষে, আকাশ করে সেই কথারই কানাকানি॥ হায় রে, আমি ঘর বেঁধেছি এতই দূরে, না জানি তার আসতে হবে কত ঘুরে। হিয়া আমার পেতে রেখে সারাটি পথ দিলেম ঢেকে, আমার ব্যথায় পড়ুক তাহার চরণখানি॥",রবীন্দ্রসঙ্গীত
সেই তো আমি চাই,"সেই তো আমি চাই-- সাধনা যে শেষ হবে মোর সে ভাবনা তো নাই ॥ ফলের তরে নয় তো খোঁজা, কে বইবে সে বিষম বোঝা-- যেই ফলে ফল ধুলায় ফেলে আবার ফুল ফুটাই ॥ এমনি ক\'রে মোর জীবনে অসীম ব্যাকুলতা, নিত্য নূতন সাধনাতে নিত্যনূতন ব্যথা! পেলেই সে তো ফুরিয়ে ফেলি, আবার আমি দু হাত মেলি-- নিত্য দেওয়া ফুরায় না যে, নিত্য নেওয়া তাই ॥",রবীন্দ্রসঙ্গীত
সেই তো তোমার পথের বঁধু সেই তো,"সেই তো তোমার পথের বঁধু সেই তো। দূর কুসুমের গন্ধ এনে খোঁজায় মধু সেই তো ॥ সেই তো তোমার পথের বঁধু সেই তো। এই আলো তার এই তো আঁধার, এই আছে এই নেই তো ॥",রবীন্দ্রসঙ্গীত
সেই তো বসন্ত ফিরে এল,"সেই তো বসন্ত ফিরে এল, হৃদয়ের বসন্ত ফুরায় হায় রে। সব মরুময়, মলয়-অনিল এসে কেঁদে শেষে ফিরে চলে যায় হায় রে॥ কত শত ফুল ছিল হৃদয়ে, ঝরে গেল, আশালতা শুকালো-- পাখিগুলি দিকে দিকে চলে যায়। শুকানো পাতায় ঢাকা বসন্তের মৃতকায়, প্রাণ করে হায়-হায় হায় রে॥ ফুরাইল সকলই। প্রভাতের মৃদু হাসি, ফুলের রূপরাশি, ফিরিবে কি আর। কিবা জোছনা ফুটিত রে কিবা যামিনী-- সকলই হারালো, সকলই গেল রে চলিয়া, প্রাণ করে হায় হায় হায় রে॥",রবীন্দ্রসঙ্গীত
সেই ভালো সেই ভালো আমারে নাহয় না জানো,"সেই ভালো সেই ভালো, আমারে নাহয় না জানো। দূরে গিয়ে নয় দুঃখ দেবে, কাছে কেন লাজে লাজানো ॥ মোর বসন্তে লেগেছে তো সুর, বেণুবনছায়া হয়েছে মধুর-- থাক-না এমনি গন্ধে-বিধুর মিলনকুঞ্জ সাজানো। গোপনে দেখেছি তোমার ব্যাকুল নয়নে ভাবের খেলা। উতল আঁচল, এলোথেলো চুল, দেখেছি ঝড়ের বেলা। তোমাতে আমাতে হয় নি যে কথা মর্মে আমার আছে সে বারতা-- না বলা বাণীর নিয়ে আকুলতা আমার বাঁশিটি বাজানো ॥",রবীন্দ্রসঙ্গীত
সেই যদি সেই যদি ভাঙিল এ পোড়া হৃদি,"সেই যদি সেই যদি ভাঙিল এ পোড়া হৃদি, সেই যদি ছাড়াছাড়ি হল দুজনায়, একবার এসো কাছে-- কী তাহাতে দোষ আছে। জন্মশোধ দেখে নিয়ে লইব বিদায়। সেই গান একবার গাও সখী, শুনি-- যেই গান একসনে গাইতাম দুইজনে, গাইতে গাইতে শেষে পোহাত যামিনী। চলিনু চলিনু তবে-- এ জন্মে কি দেখা হবে। এ জন্মের সুখ তবে হল অবসান॥ তবে, সখী, এসো কাছে। কী তাহাতে দোষ আছে। আরবার গাও, সখী, পুরানো সে গান॥",রবীন্দ্রসঙ্গীত
সেদিন দুজনে দুলেছিনু বনে,"সেদিন দুজনে দুলেছিনু বনে, ফুলডোরে বাঁধা ঝুলনা। সেই স্মৃতিটুকু কভু খনে খনে যেন জাগে মনে, ভুলো না ॥ সেদিন বাতাসে ছিল তুমি জানো-- আমারি মনের প্রলাপ জড়ানো, আকাশে আকাশে আছিল ছড়ানো তোমার হাসির তুলনা ॥ যেতে যেতে পথে পূর্ণিমারাতে চাঁদ উঠেছিল গগনে। দেখা হয়েছিল তোমাতে আমাতে কী জানি কী মহা লগনে। এখন আমার বেলা নাহি আর, বহিব একাকী বিরহের ভার-- বাঁধিনু যে রাখী পরানে তোমার সে রাখী খুলো না, খুলো না ॥",রবীন্দ্রসঙ্গীত
স্বপন যদি ভাঙিলে রজনীপ্রভাতে,"স্বপন যদি ভাঙিলে রজনীপ্রভাতে পূর্ণ করো হিয়া মঙ্গলকিরণে ॥ রাখো মোরে তব কাজে, নবীন করো এ জীবন হে ॥ খুলি মোর গৃহদ্বার ডাকো তোমারি ভবনে হে ॥",রবীন্দ্রসঙ্গীত
স্বপন-পারের ডাক শুনেছি,"স্বপন-পারের ডাক শুনেছি, জেগে তাই তো ভাবি-- কেউ কখনো খুঁজে কি পায় স্বপ্নলোকের চাবি॥ নয় তো সেথায় যাবার তরে, নয় কিছু তো পাবার তরে, নাই কিছু তার দাবি-- বিশ্ব হতে হারিয়ে গেছে স্বপ্নলোকের চাবি॥ চাওয়া-পাওয়ার বুকের ভিতর না-পাওয়া ফুল ফোটে, দিশাহারা গন্ধে তারি আকাশ ভরে ওঠে। খুঁজে যারে বেড়াই গানে, প্রাণের গভীর অতল-পানে যে জন গেছে নাবি, সেই নিয়েছে চুরি করে স্বপ্নলোকের চাবি॥",রবীন্দ্রসঙ্গীত
স্বপনলোকের বিদেশিনীকে যেন এলে কে,"স্বপনলোকের বিদেশিনীকে যেন এলে কে কোন্‌ ভুলে যাওয়া বসন্ত থেকে॥ যা-কিছু সব গেছ ফেলেখুঁজতে এলে হৃদয়ে, পথ চিনেছ চেনা পুলের চিহ্ন দেখে॥ বুঝি মনে তোমার আছে আশা কার হৃদয়ব্যথায় মিলবে বাসা। দেখতে এলে করুণ বীণা-- বাজে কিনা হৃদয়ে, তারগুলি তার কাঁপে কিনা-- যায় কি সে ডেকে॥",রবীন্দ্রসঙ্গীত
স্বপনে দোঁহে ছিনু কী মোহে জাগার বেলা হল,"স্বপনে দোঁহে ছিনু কী মোহে, জাগার বেলা হল-- যাবার আগে শেষ কথাটি বোলো ॥ ফিরিয়া চেয়ে এমন কিছু দিয়ো বেদনা হবে পরমরমণীয়-- আমার মনে রহিবে নিরবধি বিদায়খনে খনেক-তরে যদি সজল আঁখি তোলো ॥ নিমেষহারা এ শুকতারা এমনি উষাকালে উঠিবে দূরে বিরহাকাশভালে। রজনীশেষে এই-যে শেষ কাঁদা বীণার তারে পড়িল তাহা বাঁধা, হারানো মণি স্বপনে গাঁথা রবে-- হে বিরহিণী, আপন হাতে তবে বিদায়দ্বার খোলো।",রবীন্দ্রসঙ্গীত
